class_of_erotismo,class_of_tensione,class_of_impegno,class_of_ritmo,class_of_humor,class_of_time,class_of_year,class_of_voto,genere,paese,cluster
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,germania,2
null,good_rating,null,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,azione,usa,1
null,nice_rating,null,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,horror,usa,1
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,canada,2
null,good_rating,good_rating,null,null,DurataLunga,piu nuovo,nice_rating,drammatico,italia,8
null,good_rating,null,nice_rating,null,durataMedia,piu nuovo,good_rating,horror,usa,2
nice_rating,low_rating,low_rating,good_rating,low_rating,cortometraggio,piu nuovo,good_rating,drammatico,gran_bretagna,6
null,null,null,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,low_rating,null,good_rating,null,DurataLunga,piu nuovo,good_rating,fantasy,gran_bretagna,5
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,horror,gran_bretagna,2
low_rating,good_rating,low_rating,top_rating,good_rating,durataMedia,piu nuovo,good_rating,spionaggio,gran_bretagna,3
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,commedia,canada,2
null,good_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,7
null,null,low_rating,nice_rating,nice_rating,durataMedia,piu nuovo,good_rating,commedia,francia,3
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,good_rating,top_rating,good_rating,null,durataMedia,piu nuovo,good_rating,guerra,usa,8
null,good_rating,low_rating,nice_rating,low_rating,durataMedia,piu nuovo,good_rating,biografico,usa,1
low_rating,low_rating,good_rating,low_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,usa,8
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,canada,5
null,low_rating,top_rating,good_rating,null,durataMedia,piu vecchio,nice_rating,drammatico,urss,8
good_rating,good_rating,nice_rating,low_rating,null,DurataLunga,vecchio,nice_rating,drammatico,giappone,4
null,good_rating,good_rating,good_rating,null,durataMedia,nuovo,good_rating,drammatico,italia,8
low_rating,nice_rating,top_rating,good_rating,null,DurataLunga,piu nuovo,nice_rating,biografico,gran_bretagna,7
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,fantasy,usa,2
low_rating,good_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,drammatico,messico,8
low_rating,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,4
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,azione,usa,2
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,avventura,francia,2
null,low_rating,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,nice_rating,top_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,7
low_rating,good_rating,null,nice_rating,null,durataMedia,piu nuovo,good_rating,horror,usa,2
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,azione,corea_del_sud,2
good_rating,low_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,thriller,usa,4
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,italia,5
null,null,null,low_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,italia,0
low_rating,low_rating,low_rating,nice_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,italia,1
low_rating,null,null,good_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,italia,0
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,hong_kong,5
low_rating,low_rating,good_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,3
low_rating,top_rating,top_rating,top_rating,null,durataMedia,piu nuovo,nice_rating,drammatico,francia,7
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,azione,usa,2
low_rating,good_rating,null,low_rating,null,durataMedia,piu nuovo,low_rating,thriller,usa,4
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,null,good_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,russia,8
good_rating,nice_rating,top_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,drammatico,italia,6
null,good_rating,null,low_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,francia,1
low_rating,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,low_rating,null,nice_rating,low_rating,durataMedia,piu nuovo,good_rating,azione,usa,1
null,low_rating,null,nice_rating,low_rating,DurataLunga,piu nuovo,good_rating,azione,usa,5
null,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,2
null,nice_rating,good_rating,nice_rating,low_rating,DurataLunga,piu nuovo,nice_rating,supereroi,usa,1
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,australia,5
null,good_rating,good_rating,nice_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,italia,2
good_rating,low_rating,low_rating,good_rating,good_rating,durataMedia,nuovo,good_rating,commedia,francia,6
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,4
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,5
null,good_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,horror,usa,1
null,good_rating,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,horror,usa,1
null,low_rating,null,good_rating,low_rating,durataMedia,nuovo,good_rating,horror,usa,5
null,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,horror,gran_bretagna,2
null,low_rating,null,low_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,gran_bretagna,0
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,horror,usa,2
null,low_rating,nice_rating,good_rating,low_rating,cortometraggio,piu vecchio,nice_rating,drammatico,urss,8
null,null,good_rating,good_rating,good_rating,cortometraggio,piu vecchio,nice_rating,drammatico,urss,3
null,low_rating,nice_rating,good_rating,low_rating,durataMedia,vecchio,nice_rating,drammatico,urss,8
null,good_rating,nice_rating,good_rating,low_rating,durataMedia,vecchio,nice_rating,thriller,urss,8
null,low_rating,nice_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,biografico,italia,8
null,good_rating,null,good_rating,null,DurataLunga,piu nuovo,good_rating,fantasy,germania,2
null,low_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,usa,5
nice_rating,low_rating,null,good_rating,nice_rating,durataMedia,piu nuovo,good_rating,azione,usa,6
null,null,nice_rating,nice_rating,null,durataMedia,piu nuovo,low_rating,avventura,usa,8
good_rating,good_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,commedia,usa,8
null,null,null,good_rating,null,durataMedia,piu nuovo,low_rating,commedia,italia,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,azione,francia,2
low_rating,low_rating,good_rating,low_rating,low_rating,DurataLunga,piu nuovo,good_rating,commedia,usa,8
null,good_rating,null,good_rating,null,durataMedia,nuovo,low_rating,azione,usa,2
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,canada,5
low_rating,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,drammatico,usa,4
nice_rating,null,null,good_rating,low_rating,durataMedia,nuovo,low_rating,avventura,italia,4
low_rating,nice_rating,null,nice_rating,null,durataMedia,nuovo,good_rating,poliziesco,italia,2
good_rating,good_rating,good_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,italia,6
null,low_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,documentario,usa,8
null,low_rating,null,good_rating,low_rating,DurataLunga,nuovo,good_rating,azione,italia,5
low_rating,low_rating,null,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,musicale,usa,0
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,avventura,usa,5
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,fantasy,italia,2
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,4
low_rating,null,null,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,australia,0
null,null,top_rating,top_rating,nice_rating,durataMedia,piu nuovo,nice_rating,documentario,italia,3
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,azione,usa,2
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,fantasy,canada,2
low_rating,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,spagna,4
null,null,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,4
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,azione,usa,2
null,low_rating,good_rating,good_rating,low_rating,durataMedia,vecchio,good_rating,drammatico,urss,8
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
low_rating,low_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,8
null,top_rating,top_rating,nice_rating,null,DurataLunga,piu nuovo,nice_rating,drammatico,italia,7
low_rating,low_rating,nice_rating,low_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,8
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,low_rating,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,drammatico,italia,0
low_rating,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,low_rating,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,nice_rating,commedia,italia,4
null,good_rating,top_rating,nice_rating,good_rating,durataMedia,piu nuovo,nice_rating,grottesco,italia,3
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,avventura,usa,5
good_rating,null,null,good_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,italia,4
good_rating,low_rating,good_rating,good_rating,good_rating,durataMedia,piu nuovo,nice_rating,drammatico,italia,6
low_rating,good_rating,good_rating,good_rating,low_rating,DurataLunga,piu nuovo,nice_rating,drammatico,germania,1
null,low_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,gran_bretagna,5
low_rating,low_rating,good_rating,good_rating,good_rating,DurataLunga,piu nuovo,nice_rating,grottesco,giappone,0
null,low_rating,nice_rating,good_rating,null,durataMedia,vecchio,nice_rating,documentario,francia,8
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,azione,usa,2
null,low_rating,null,good_rating,null,durataMedia,nuovo,good_rating,drammatico,usa,2
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,2
good_rating,nice_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,noir,italia,4
null,low_rating,null,good_rating,good_rating,durataMedia,piu nuovo,low_rating,azione,finlandia,0
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,good_rating,good_rating,good_rating,null,durataMedia,vecchio,good_rating,drammatico,italia,7
null,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,gran_bretagna,2
null,good_rating,low_rating,good_rating,null,DurataLunga,piu nuovo,low_rating,biografico,italia,2
null,low_rating,good_rating,good_rating,null,durataMedia,piu nuovo,low_rating,drammatico,usa,8
null,null,null,nice_rating,nice_rating,cortometraggio,piu vecchio,nice_rating,commedia,usa,0
null,low_rating,low_rating,low_rating,low_rating,durataMedia,piu nuovo,nice_rating,commedia,corea_del_sud,5
null,low_rating,low_rating,good_rating,low_rating,DurataLunga,piu nuovo,good_rating,fantasy,gran_bretagna,5
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,germania,5
null,low_rating,null,good_rating,nice_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,drammatico,gran_bretagna,2
null,good_rating,good_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,documentario,usa,7
low_rating,good_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,horror,australia,1
good_rating,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,4
low_rating,low_rating,nice_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,usa,8
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
low_rating,low_rating,good_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,canada,3
low_rating,good_rating,top_rating,nice_rating,low_rating,durataMedia,piu nuovo,nice_rating,drammatico,gran_bretagna,7
null,null,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,svizzera,5
null,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,francia,5
low_rating,good_rating,low_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,thriller,germania,4
null,low_rating,good_rating,nice_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,8
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,canada,5
null,low_rating,good_rating,nice_rating,top_rating,durataMedia,piu nuovo,good_rating,commedia,australia,3
low_rating,low_rating,good_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,3
low_rating,good_rating,low_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,1
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,low_rating,good_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,usa,8
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,5
null,good_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,fantasy,germania,1
good_rating,good_rating,good_rating,good_rating,low_rating,DurataLunga,piu nuovo,good_rating,drammatico,usa,4
low_rating,nice_rating,good_rating,nice_rating,nice_rating,durataMedia,piu nuovo,nice_rating,supereroi,usa,3
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,horror,usa,2
null,null,null,low_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,canada,0
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,5
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,good_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,azione,gran_bretagna,2
low_rating,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,4
null,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,francia,2
null,nice_rating,nice_rating,nice_rating,null,durataMedia,piu nuovo,good_rating,western,usa,7
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,italia,4
good_rating,nice_rating,good_rating,nice_rating,nice_rating,durataMedia,piu nuovo,nice_rating,commedia,gran_bretagna,6
null,null,null,nice_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,good_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,francia,7
low_rating,good_rating,null,nice_rating,null,durataMedia,nuovo,good_rating,thriller,francia,1
null,good_rating,low_rating,low_rating,low_rating,durataMedia,piu nuovo,good_rating,thriller,usa,5
low_rating,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,italia,4
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,poliziesco,usa,5
low_rating,good_rating,top_rating,nice_rating,low_rating,DurataLunga,piu nuovo,good_rating,drammatico,germania,7
low_rating,nice_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,thriller,gran_bretagna,1
